run,task,group,seed,eval_sha256,eval_raw_rows,deterministic_rows_excluded,eval_duplicate_steps,eval_backward_jumps,eval_removed_rows,eval_clean_rows,eval_last_env,eval_last_wall_time,eval_legacy_extra_rows,train_sha256,train_raw_rows,train_duplicate_steps,train_backward_jumps,train_removed_rows,train_clean_rows,train_last_env,train_last_wall_time,train_legacy_extra_rows
can_warmupc_s2,can,warmupc,2,10dad1215fd547ce8f27430c747f510a4661869fe2902280c88000f47d3b6ecd,18,0,0,0,0,18,129152,2026-09-04 17:55:26,0,85335bf788a0ec7d47601598c3d2f633efd686ed6cc95c40e7bfc8505178620f,104,0,0,0,104,148816,2026-09-04 18:41:58,0
can_warmupc_s3,can,warmupc,3,79ac3e85e819404c5a2e40ef936ab045895261d5752a2b929c44cc3b083ba31e,18,0,0,0,0,18,129152,2026-09-04 18:01:24,0,e64cc517f8b058abede20ec11116b0bc793807992d116891523cee540e96b848,104,0,0,0,104,148816,2026-09-04 18:47:02,0
square_baseline_s1,square,baseline,1,84401f0e66f74ff5f12c7a3faefc04d644e9df3e0d0cf16db66eecabcffb3e74,16,0,0,0,0,16,127136,2026-09-05 03:58:24,0,f75762f5eb0a92ba641d1440d9971500529a96931284192fa67868bfe2b7ff0b,73,0,0,0,73,148816,2026-09-05 04:50:16,0
square_baseline_s2,square,baseline,2,e190ff2b47ee51ae3338a19cde4591719294e69722a4579732bf6b16a5e81b2d,16,0,0,0,0,16,127136,2026-09-05 03:58:50,0,480b9a67c0457010e4e25584a85d6057e3b244810e788b547cbedc40dad09327,73,0,0,0,73,148816,2026-09-05 04:50:39,0
square_baseline_s3,square,baseline,3,8a1093c2f6ddef98055581688c2731b209b1c51e5ba28b03bc845f057f18c120,16,0,0,0,0,16,127136,2026-09-05 03:58:45,0,1c309bb61aae8d8ace6cd553deb168a03595965c3eb88ac180a97aaced6d0da0,73,0,0,0,73,148816,2026-09-05 04:50:34,0
square_baseline_s4,square,baseline,4,bab082cda0e7bbcdf55a529138d81087fa2f4445f331ff80cd59834f1e34bb77,16,0,0,0,0,16,127136,2026-09-07 09:18:52,0,216f2087c3bd9d9bdc31128a36a81962ae9ceeb84c29bf2fc14dbafb686d61d6,73,0,0,0,73,148816,2026-09-07 09:59:19,0
square_baseline_s5,square,baseline,5,1fc84e622d91522d6dcd0aaff71e2e2eef12b437719693fa40aee5c670a89f3b,16,0,0,0,0,16,127136,2026-09-07 09:18:30,0,b5c0a61f35d71845f5ab3ba985ef62c553950cd4950d8afa5369f2e79ca2e82a,73,0,0,0,73,148816,2026-09-07 09:59:04,0
square_calql_s1,square,calql,1,612a53f35494f61affcacc59a63637a39215b60ddec8d5c89bfc1c16b33b1b54,16,0,0,0,0,16,127136,2026-09-07 17:19:52,0,e49b5dc9352fa4ee546415b28e7e32b2c0507f3f11e8e6a2a1d56eaa387caa1a,73,0,0,0,73,149600,2026-09-07 18:11:44,0
square_calql_s2,square,calql,2,292a574ee5daa2d01a0aedd51f5748101e25182078fb66110e3fa647f9166513,16,0,0,0,0,16,127136,2026-09-07 17:19:52,0,a0cf73e1e1c88a10ff3d7667630e8ada80658bf95ca26f283ee8b24eb1a61fbb,73,0,0,0,73,149600,2026-09-07 18:11:45,0
square_calql_s3,square,calql,3,03a19abf32585089a497ff1b59dcc80a51f9d6fc28db0e54c15decdf4de7e545,17,0,1,0,1,16,127136,2026-09-07 17:17:06,0,62662069125d30a78b04434377643d46ea00f666ba52bd8977a056978f79ceb9,75,2,1,2,73,149600,2026-09-07 17:26:04,0
square_cql_s1,square,cql,1,e8703f2bf7a16fadb683baf1c9685cebb1e293d66a93791774d2c2afb9bfe00d,16,0,0,0,0,16,127136,2026-09-07 17:19:52,0,81fea6ef04ee38d89e008e6a3638e2ff466b64c12d09cbdb169dcfe8ccfac070,73,0,0,0,73,149600,2026-09-07 18:11:46,0
square_cql_s2,square,cql,2,dd43403b57b775722eac9e074b21ea6ee908df4907c28c45c612d8543a329709,16,0,0,0,0,16,127136,2026-09-07 17:19:54,0,bd0db3c288f6257f23d51b568dc5f2a591aeaad18ae6cc7127a90651c2977b98,73,0,0,0,73,149600,2026-09-07 18:11:47,0
square_cql_s3,square,cql,3,c63465e88c134acd5b95098c146d656616446ff868ee71b6a3da9e7840c2cda5,16,0,0,0,0,16,127136,2026-09-07 17:19:54,0,c64c135d2394eb381ae9fd40872483a41bf1fd2f79aaa19d36e386bc5d7afce5,73,0,0,0,73,149600,2026-09-07 18:11:46,0
square_fixalpha_03_s1,square,fixalpha_03,1,cb2855c55f367670c5acba6d31221cf05633d8652fb0b44452bdaefa829a806d,16,0,0,0,0,16,127136,2026-09-05 19:59:08,0,f4a10fdb54b0ee3ba3117df096dd753c90c3085800b3b3fb12ab90e5feda798c,73,0,0,0,73,148816,2026-09-05 20:45:53,0
square_fixalpha_03_s2,square,fixalpha_03,2,dc3f0ee01e9147357cee823b9e58fb3eb768441b05e215a7620cf1c542469c35,16,0,0,0,0,16,127136,2026-09-05 19:58:23,0,023d5e27d13f53c10dff053f1966fe329c1f39cbfddbd74c4c21b9054a49ce5c,73,0,0,0,73,148816,2026-09-05 20:45:01,0
square_fixalpha_03_s3,square,fixalpha_03,3,16a3c0543d3090dcafe8fa0f468580ab24ce8b3d0ee81f97a65dabb342889d5b,16,0,0,0,0,16,127136,2026-09-05 19:59:07,0,8a8783059c0d6d184c1addd6115c81c3c93fed4dbfb74fb01dc5042154dac9dd,73,0,0,0,73,148816,2026-09-05 20:45:53,0
square_fixalpha_03_s4,square,fixalpha_03,4,a47f514aa3c594e2cfbeee700ac27660197ee3962f331600bbba627cca507788,16,0,0,0,0,16,127136,2026-09-06 07:46:38,0,61a427a86d7b694f1c47a2288b682bea617993333d315f4c68901c54fcb9f433,73,0,0,0,73,148816,2026-09-06 08:32:48,0
square_fixalpha_03_s5,square,fixalpha_03,5,ce48fe21e980b06d3193ea682ac900b8ef76eccaa852d735bb8c750695dd9757,16,0,0,0,0,16,127136,2026-09-06 07:48:05,0,c224f7a43fb0675690166e031c41651782a0a12b7fd56ef150ea0ac5d617a485,73,0,0,0,73,148816,2026-09-06 08:34:23,0
square_iql_s1,square,iql,1,2407db7c93242de8f25d182cda0fb60b732f03ef95a6d07b3910942991cc0bfa,16,0,0,0,0,16,127136,2026-09-05 05:01:48,0,5afc7e8888380cc0df09bffac2b3d458d5537748c62c30dcadba6e15abc62211,73,0,0,0,73,148816,2026-09-05 05:20:08,0
square_iql_s2,square,iql,2,0b8ddc2e1f309172fe1aefa7ba7e3ea6ddd473de6c3ac7d800511b201de06f31,16,0,0,0,0,16,127136,2026-09-05 05:01:47,0,4e8126d0519f5f7281c62176284e63eb897786e7316590da9db0d801ac114a24,73,0,0,0,73,148816,2026-09-05 05:20:05,0
square_iql_s3,square,iql,3,2cb9334512b1d5c866bc18755220d8721e30a53e01db1e2c5156076ea2e826a6,16,0,0,0,0,16,127136,2026-09-05 05:01:48,0,785900e37d9d654352eae2615f77d02809a59e892199fa206c895afbdff369c4,73,0,0,0,73,148816,2026-09-05 05:20:12,0
square_mix_prefill_s1,square,mix_prefill,1,dd2f228d64840201dcd348f1faa624fa893620e47b98f57a52d8fd51ecefbd08,16,0,0,0,0,16,127136,2026-09-05 10:01:49,0,86cf55a63c6c18fa61db040c041389befdc4e7f44f4f59306f312ffaf55fa1ec,73,0,0,0,73,148816,2026-09-05 10:54:13,0
square_mix_prefill_s2,square,mix_prefill,2,50e1a82f2a4bef55df00f6b00eaabcc233f815ddb7e0797149111a82c5e7baac,16,0,0,0,0,16,127136,2026-09-05 10:01:51,0,b905bcd94c82d4c80c58f087a6a435bc80b506068525d6f3a7f25027c22e4123,73,0,0,0,73,148816,2026-09-05 10:54:15,0
square_mix_prefill_s3,square,mix_prefill,3,4f01c22bdc2f2cb3472cde9d9d97fa2961909e7f3eff94db0d9f156715037b2d,16,0,0,0,0,16,127136,2026-09-05 10:01:22,0,77113406960d517af5061b4ea5a4497bd01cfdea4f0917f7b49c6fc1be99eec9,73,0,0,0,73,148816,2026-09-05 10:53:41,0
square_td_s1,square,td,1,4dccf942d3de09bad6c4ddb8ce5d963d0c717fd5e758252bb50b69413808c345,16,0,0,0,0,16,127136,2026-09-07 17:17:38,0,290bd2f1a284ea4f015d7c18cf8c4ef178083de55ed526824aa8e2f28aa9c7bf,73,0,0,0,73,149600,2026-09-07 18:07:45,0
square_td_s2,square,td,2,68af5bae4245b520cc7d1e21ff28bdb87b1bcb3d48936153e9d133870880f593,16,0,0,0,0,16,127136,2026-09-07 17:19:15,0,d552a1ba043aee018c673b3b058f9a697e804cb5512cf6295c15ad1ff29e2dfb,73,0,0,0,73,149600,2026-09-07 18:10:46,0
square_td_s3,square,td,3,ebf59598f7ff2dcbf0bbfc53ffebd137c8cf4cd4d22cc5e546db0745dd64f6fa,16,0,0,0,0,16,127136,2026-09-07 17:19:54,0,0fbca6fb6795da045ca491d039f3cd0bc641a39bc7c3ab879eab04cb15af3a10,73,0,0,0,73,149600,2026-09-07 18:11:47,0
square_tent12_hq_s1,square,tent12_hq,1,46c90e74df2555ae1ae31b88ac39ebf34503d6e0a8b65f9807c0c76d0175c282,16,0,0,0,0,16,127136,2026-09-07 09:19:08,0,6d40e493abde19452a993bb2fe5eb0fc3d8e951fdbfb8176143cfa2a7c029efc,73,0,0,0,73,148816,2026-09-07 09:59:44,0
square_tent12_hq_s2,square,tent12_hq,2,b836298e5019f7e5fc2cb7e8b90b19025949401f72fd08064fca8f68f3ab3879,16,0,0,0,0,16,127136,2026-09-07 09:11:21,0,b8dc450b4d3819d2499e6ca5b690e3605bfbfe35eaf5f8fc20fbcb3bb41ed3d3,73,0,0,0,73,148816,2026-09-07 09:53:06,0
square_tent12_hq_s3,square,tent12_hq,3,0ea3fdaec4b14e0b8756f703609424e751e51986fcd236de5a6745232fa54971,16,0,0,0,0,16,127136,2026-09-07 09:19:08,0,c3bba8a39df8e4d557de43b215da5d1b7ad81522aa97c52b9dd10e72205d4ceb,73,0,0,0,73,148816,2026-09-07 09:59:43,0
square_tent12_s1,square,tent12,1,5247dd886d3905c229d1acdcd532ab8ca211dc4e5c2f96883e60984ee82b53c3,16,0,0,0,0,16,127136,2026-09-06 02:56:29,0,21c34fb6a1a24c91b8dd3848ca7a7f706051b49bd27c965d32d9151550ed3bee,73,0,0,0,73,148816,2026-09-06 03:31:50,0
square_tent12_s2,square,tent12,2,694e17aefa8c50bfbf2a993206241e23ab2fb912ddf46a67d115d97e22ec4e21,16,0,0,0,0,16,127136,2026-09-06 02:56:28,0,356f5fbfa33737dba7f7af0411109724cc9523a3edb8776762a6938969228d35,73,0,0,0,73,148816,2026-09-06 03:31:50,0
square_tent12_s3,square,tent12,3,434d5e8682f0d9c0bb99ec90e28e0573f76ee0f904c47f959760395201af26f8,16,0,0,0,0,16,127136,2026-09-06 02:56:11,0,8ae40138e3c313abacd1729012937867a8892b8d065330ea5aab7787b127781a,73,0,0,0,73,148816,2026-09-06 03:31:15,0
square_tent12_s4,square,tent12,4,c25370c0ad636afb756b3bcb2c1ddc3b648cd9dbc4fc9fe154457955670722e5,16,0,0,0,0,16,127136,2026-09-07 09:10:12,0,f2fa38591c577793652f514a54a0fc745c95f2686f2a0df81e89a95f03d1e5ae,73,0,0,0,73,148816,2026-09-07 09:51:55,0
square_tent12_s5,square,tent12,5,460b93b8c83946fab96b9344cd4a93fc7e9c3d3c483ed79fe4ec98ccaaf1a428,16,0,0,0,0,16,127136,2026-09-07 09:15:13,0,7cf6af54ae376725c3a1e8e80a2839929284f31536b9329c7af1653e4ae3edf8,73,0,0,0,73,148816,2026-09-07 09:56:31,0
square_tent6_s1,square,tent6,1,8b528f93aebdee8bd143b114fe943e92fedeaa47619fe0c70c7d98434bd4aaca,16,0,0,0,0,16,127136,2026-09-06 07:48:13,0,1a3ffda7cc35ab04a2f809e10bc348605a26b34bbcfc9feb5774fe797338db86,73,0,0,0,73,148816,2026-09-06 08:34:36,0
square_tent6_s2,square,tent6,2,9ffd50cdb7aa2b1e1da36b430c3950eccaf138ff2e5eabc34ff88a4e15d581da,16,0,0,0,0,16,127136,2026-09-06 07:47:42,0,600f0542b864c17aac9c7fa9932fafa90312f1202cd31042f3ca1a9bb1a62b0a,73,0,0,0,73,148816,2026-09-06 08:34:01,0
square_tent6_s3,square,tent6,3,e00d05da7c0bf3b2620b036506529d948c0ed2a73db68434c4d0529522fa2c8c,16,0,0,0,0,16,127136,2026-09-06 07:38:08,0,1b33277c94ef425d0f0ecaac5955305be783e23f6fff323cc04fb881d0697a8e,73,0,0,0,73,148816,2026-09-06 08:24:50,0
